DATE,DR/CR,PARTICULARS,NARRATION,M # & CHQ #,VR #,DEBIT(RS.),CREDIT(RS.)
45019,DR,Legal and Professional,Salary of Professional Consultant for the m/o March 2023,72083475,ABL-54-BPV-230,20000,
45019,CR,Bank ABL A/C # 54,Salary of Professional Consultant for the m/o March 2023,72083475,ABL-54-BPV-230,,20000
45019,DR,Cash Withdrawal,Staff Salaries for the m/o March 2023,72083477,ABL-54-BPV-231,825000,
45019,CR,Bank ABL A/C # 54,Staff Salaries for the m/o March 2023,72083477,ABL-54-BPV-231,,825000
45022,DR,Cash Withdrawal,Petty Cash for the m/o April 2023,72083473,ABL-54-BPV-232,155000,
45022,CR,Bank ABL A/C # 54,Petty Cash for the m/o April 2023,72083473,ABL-54-BPV-232,,155000
45022,DR,Water and Electricity Expense,"Paid for digging bore, hole and water supply connection including labour charges of plot no. 102-A, 4-B etc.",72083471,ABL-54-BPV-233,19000,
45022,CR,Bank ABL A/C # 54,"Paid for digging bore, hole and water supply connection including labour charges of plot no. 102-A, 4-B etc.",72083471,ABL-54-BPV-233,,19000
45030,DR,Utility Bills,Electricity Bill Office for the m/o March 2023,72083479,ABL-54-BPV-234,10321,
45030,CR,Bank ABL A/C # 54,Electricity Bill Office for the m/o March 2023,72083479,ABL-54-BPV-234,,10321
45030,DR,Water and Electricity Expense,Paid to Irshad for the purchase of different electric items etc. including labour charges at Phase-2,72083480,ABL-54-BPV-235,28060,
45030,CR,Bank ABL A/C # 54,Paid to Irshad for the purchase of different electric items etc. including labour charges at Phase-2,72083480,ABL-54-BPV-235,,28060
45030,DR,Advertisement,Paid to Waseem Anwar for the pubilcation of an Ad Daily New Ausaf for the awareness of Afforestation Compaign ,72083481,ABL-54-BPV-236,30000,
45030,CR,Bank ABL A/C # 54,Paid to Waseem Anwar for the pubilcation of an Ad Daily New Ausaf for the awareness of Afforestation Compaign ,72083481,ABL-54-BPV-236,,30000
45030,DR,Repair and Maintenance Phase-II,"Paid to M/s Bismillah Electric for the Repair and Maintenance of 4 generator pump 2, pipes etc. including labour charges for Society's Phase-2 Tubewell ",72083469,ABL-54-BPV-237,99600,
45030,CR,Bank ABL A/C # 54,"Paid to M/s Bismillah Electric for the Repair and Maintenance of 4 generator pump 2, pipes etc. including labour charges for Society's Phase-2 Tubewell ",72083469,ABL-54-BPV-237,,99600
45030,DR,Repair and Maintenance Phase-II,Paid to M/s Afzal electric for the repair and maintenance and wiring of 100-KV Transformer at Society Phase-2,72083467,ABL-54-BPV-238,94000,
45030,CR,Bank ABL A/C # 54,Paid to M/s Afzal electric for the repair and maintenance and wiring of 100-KV Transformer at Society Phase-2,72083467,ABL-54-BPV-238,,94000
45036,DR,Advertisement,Paid to M/s RKH Advertiser for the Publication of General Notice Regarding Resolution Day (23rd March) ,72083472,ABL-54-BPV-239,30000,
45036,CR,Bank ABL A/C # 54,Paid to M/s RKH Advertiser for the Publication of General Notice Regarding Resolution Day (23rd March) ,72083472,ABL-54-BPV-239,,30000
45044,DR,Utility Bills,"Water, Sewerage and Darainage Bill for the period of 01-03-2023 to 01-04-2023",72083482,ABL-54-BPV-240,1430,
45044,CR,Bank ABL A/C # 54,"Water, Sewerage and Darainage Bill for the period of 01-03-2023 to 01-04-2023",72083482,ABL-54-BPV-240,,1430
45044,DR,Utility Bills,Sui Gas Bill for the m/o March 2023,72083484,ABL-54-BPV-241,480,
45044,CR,Bank ABL A/C # 54,Sui Gas Bill for the m/o March 2023,72083484,ABL-54-BPV-241,,480
45044,DR,Printing and Stationary,Paid to M/s Universal Copier Traders for changing the new copier toner of photo copy machine at Society office,72083485,ABL-54-BPV-242,3500,
45044,CR,Bank ABL A/C # 54,Paid to M/s Universal Copier Traders for changing the new copier toner of photo copy machine at Society office,72083485,ABL-54-BPV-242,,3500
45044,DR,Utility Bills,Telephone Bill for the m/o March 2023,72083483,ABL-54-BPV-243,6011,
45044,DR,Advance Tax,Telephone Bill for the m/o March 2023,72083483,ABL-54-BPV-243,279,
45044,CR,Bank ABL A/C # 54,Telephone Bill for the m/o March 2023,72083483,ABL-54-BPV-243,,6290
45044,DR,Utility Bills,Electricity Bill ABC Block at Phase-2,72083487,ABL-54-BPV-244,222000,
45044,CR,Bank ABL A/C # 54,Electricity Bill ABC Block at Phase-2,72083487,ABL-54-BPV-244,,222000
45045,DR,Advance Tax,Advance Tax,,ABL-54-BPV-245,677,
45045,CR,Bank ABL A/C # 54,Advance Tax,,ABL-54-BPV-245,,677
45051,DR,Cash Withdrawal,Staff Salaries for the m/o April 2023,72083488,ABL-54-BPV-246,825000,
45051,CR,Bank ABL A/C # 54,Staff Salaries for the m/o April 2023,72083488,ABL-54-BPV-246,,825000
45055,DR,Cash Withdrawal,Petty Cash for the m/o May 2023,72083489,ABL-54-BPV-247,156000,
45055,CR,Bank ABL A/C # 54,Petty Cash for the m/o May 2023,72083489,ABL-54-BPV-247,,156000
45061,DR,Legal and Professional,Monthly Service Charges of M/s Eagle Associates for the m/o April 2023,73177884,ABL-54-BPV-248,10000,
45061,CR,Bank ABL A/C # 54,Monthly Service Charges of M/s Eagle Associates for the m/o April 2023,73177884,ABL-54-BPV-248,,10000
45061,DR,Water and Electricity Expense,"Paid for digging bore, hole and water supply connection including labour charges of plot no. 188-A, 50-B etc. at Phase-2",73177883,ABL-54-BPV-249,29900,
45061,CR,Bank ABL A/C # 54,"Paid for digging bore, hole and water supply connection including labour charges of plot no. 188-A, 50-B etc. at Phase-2",73177883,ABL-54-BPV-249,,29900
45061,DR,Legal and Professional,Salary of Legal Advisor for the m/o April 2023,72083490,ABL-54-BPV-250,20000,
45061,CR,Bank ABL A/C # 54,Salary of Legal Advisor for the m/o April 2023,72083490,ABL-54-BPV-250,,20000
45061,DR,Legal and Professional,Salary of Professional Consultant for the m/o April 2023,73177881,ABL-54-BPV-251,20000,
45061,CR,Bank ABL A/C # 54,Salary of Professional Consultant for the m/o April 2023,73177881,ABL-54-BPV-251,,20000
45068,DR,Legal and Professional,Paid Legal Advisor for the case titled Qasim Noor (Phase-1) pending before DG LDA and Commissioner Lahore,73177888,ABL-54-BPV-252,40000,
45068,CR,Bank ABL A/C # 54,Paid Legal Advisor for the case titled Qasim Noor (Phase-1) pending before DG LDA and Commissioner Lahore,73177888,ABL-54-BPV-252,,40000
45068,DR,Demarcation Expense,"Demarcating Bill paid to Demarcator for the demarcation of plot no. 106-B, 50-C at Phase-2",73177886,ABL-54-BPV-253,7500,
45068,CR,Bank ABL A/C # 54,"Demarcating Bill paid to Demarcator for the demarcation of plot no. 106-B, 50-C at Phase-2",73177886,ABL-54-BPV-253,,7500
45068,DR,Utility Bills,Electricity Bill Office for the m/o April 2023,73177885,ABL-54-BPV-254,28374,
45068,CR,Bank ABL A/C # 54,Electricity Bill Office for the m/o April 2023,73177885,ABL-54-BPV-254,,28374
45068,DR,Repair and Maintenance Phase-II,"Paid to M/s Bismillah Electric for the winding of 40-HP Motor, 3-core copper cable , column pipe 6 inch including labour charges of society phase-2 Tubewell G873Motor",73177889,ABL-54-BPV-255,225600,
45068,CR,Bank ABL A/C # 54,"Paid to M/s Bismillah Electric for the winding of 40-HP Motor, 3-core copper cable , column pipe 6 inch including labour charges of society phase-2 Tubewell G873Motor",73177889,ABL-54-BPV-255,,225600
45068,DR,Legal and Professional,Paid Legal Advisor for the case titled Qasim Noor (Phase-1) pending before DG LDA and Commissioner Lahore,73177887,ABL-54-BPV-256,35000,
45068,CR,Bank ABL A/C # 54,Paid Legal Advisor for the case titled Qasim Noor (Phase-1) pending before DG LDA and Commissioner Lahore,73177887,ABL-54-BPV-256,,35000
45077,DR,Refund Possession Fee,Ahmed Khan (Chaln# 385),73177895,ABL-54-BPV-257,60000,
45077,DR,Refund Water Connection Charges,Ahmed Khan (Chaln# 385),73177895,ABL-54-BPV-257,5000,
45077,DR,Refund Electricity Connection Fee,Ahmed Khan (Chaln# 385),73177895,ABL-54-BPV-257,10000,
45077,DR,Refund Construction (Water for 6 months),Ahmed Khan (Chaln# 385),73177895,ABL-54-BPV-257,25000,
45077,DR,Refund Masjid Fund ,Ahmed Khan (Chaln# 385),73177895,ABL-54-BPV-257,10000,
45077,CR,Bank ABL A/C # 54,Ahmed Khan (Chaln# 385),73177895,ABL-54-BPV-257,,110000
45077,DR,Advance Tax,Advance Tax,,ABL-54-BPV-258,502,
45077,CR,Bank ABL A/C # 54,Advance Tax,,ABL-54-BPV-258,,502
45078,DR,Printing and Stationary,Purchase of Stationary for office use,73177893,ABL-54-BPV-259,20950,
45078,CR,Bank ABL A/C # 54,Purchase of Stationary for office use,73177893,ABL-54-BPV-259,,20950
45078,DR,Utility Bills,"Water, Sewerage and Darainage Bill for the period of 01-04-2023 to 02-05-2023",73177894,ABL-54-BPV-260,1440,
45078,CR,Bank ABL A/C # 54,"Water, Sewerage and Darainage Bill for the period of 01-04-2023 to 02-05-2023",73177894,ABL-54-BPV-260,,1440
45078,DR,Utility Bills,Telephone Bill for the m/o April 2023,73177896,ABL-54-BPV-261,6029,
45078,DR,Advance Tax,Telephone Bill for the m/o April 2023,73177896,ABL-54-BPV-261,371,
45078,CR,Bank ABL A/C # 54,Telephone Bill for the m/o April 2023,73177896,ABL-54-BPV-261,,6400
45078,DR,Repair and Maintenance Phase-II,"Paid to M/s Bismillah Electric for the replacement of no return valve 6"" kidz japan, gate valve etc. including transportation and labour charges of society phase-2 tubewell motor",73177891,ABL-54-BPV-262,135360,
45078,CR,Bank ABL A/C # 54,"Paid to M/s Bismillah Electric for the replacement of no return valve 6"" kidz japan, gate valve etc. including transportation and labour charges of society phase-2 tubewell motor",73177891,ABL-54-BPV-262,,135360
45078,DR,Weapon Expense,Paid to M/s Adam Khan for the purchase of 50-round cartage 12-bore shortgun for society Phase-2,73177897,ABL-54-BPV-263,6000,
45078,CR,Bank ABL A/C # 54,Paid to M/s Adam Khan for the purchase of 50-round cartage 12-bore shortgun for society Phase-2,73177897,ABL-54-BPV-263,,6000
45078,DR,Office Equipment,Replacement of Old batteries to new batteries of society office UPS ,73177898,ABL-54-BPV-264,45000,
45078,CR,Bank ABL A/C # 54,Replacement of Old batteries to new batteries of society office UPS ,73177898,ABL-54-BPV-264,,45000
45078,DR,Advance Tax,Advance Tax,,ABL-54-BPV-265,10,
45078,CR,Bank ABL A/C # 54,Advance Tax,,ABL-54-BPV-265,,10
45079,DR,Cash Withdrawal,Staff Salaries for the m/o May 2023,73177899,ABL-54-BPV-266,840000,
45079,CR,Bank ABL A/C # 54,Staff Salaries for the m/o May 2023,73177899,ABL-54-BPV-266,,840000
45082,DR,Legal and Professional,Monthly Service Charges of M/s Eagle Associates for the m/o May 2023,,ABL-54-BPV-267,10000,
45082,CR,Bank ABL A/C # 54,Monthly Service Charges of M/s Eagle Associates for the m/o May 2023,,ABL-54-BPV-267,,10000
45083,DR,Legal and Professional,Salary of Legal Advisor for the m/o May 2023,73177901,ABL-54-BPV-268,20000,
45083,CR,Bank ABL A/C # 54,Salary of Legal Advisor for the m/o May 2023,73177901,ABL-54-BPV-268,,20000
45084,DR,Cash Withdrawal,Petty cash for the m/o June 2023,73177900,ABL-54-BPV-269,156000,
45084,CR,Bank ABL A/C # 54,Petty cash for the m/o June 2023,73177900,ABL-54-BPV-269,,156000
45084,DR,Legal and Professional,Salary of Professional consultant for the m/o May 2023,73177902,ABL-54-BPV-270,20000,
45084,CR,Bank ABL A/C # 54,Salary of Professional consultant for the m/o May 2023,73177902,ABL-54-BPV-270,,20000
45086,DR,Bank Charges,Bank Charges,,ABL-54-BPV-271,112,
45086,CR,Bank ABL A/C # 54,Bank Charges,,ABL-54-BPV-271,,112
45086,DR,Bank Charges,Bank Charges,,ABL-54-BPV-272,700,
45086,CR,Bank ABL A/C # 54,Bank Charges,,ABL-54-BPV-272,,700
45091,DR,Purchase of Land,Registry expense paid to M/s Al Syed Associates for land measuring 1 Kanal from Amjad Ali Khan etc. from Khawat No. 298 at Phase-2,72083478,ABL-54-BPV-273,452100,
45091,DR,Advance Tax,Registry expense paid to M/s Al Syed Associates for land measuring 1 Kanal from Amjad Ali Khan etc. from Khawat No. 298 at Phase-2,72083478,ABL-54-BPV-273,262400,
45091,CR,Bank ABL A/C # 54,Registry expense paid to M/s Al Syed Associates for land measuring 1 Kanal from Amjad Ali Khan etc. from Khawat No. 298 at Phase-2,72083478,ABL-54-BPV-273,,714500
45092,DR,Utility Bills,Electricity Bill Office for the m/o May 2023,73177905,ABL-54-BPV-274,49504,
45092,CR,Bank ABL A/C # 54,Electricity Bill Office for the m/o May 2023,73177905,ABL-54-BPV-274,,49504
45092,DR,Utility Bills,Telephone Bill for the m/o May 2023,73177908,ABL-54-BPV-275,5948,
45092,DR,Advance Tax,Telephone Bill for the m/o May 2023,73177908,ABL-54-BPV-275,372,
45092,CR,Bank ABL A/C # 54,Telephone Bill for the m/o May 2023,73177908,ABL-54-BPV-275,,6320
45092,DR,Utility Bills,"Water, Sewerage and Darainage Bill for the period of 02-05-2023 to 02-06-2023",73177906,ABL-54-BPV-276,1430,
45092,CR,Bank ABL A/C # 54,"Water, Sewerage and Darainage Bill for the period of 02-05-2023 to 02-06-2023",73177906,ABL-54-BPV-276,,1430
45092,DR,Demarcation Expense,"Demarcating Bill paid to Demarcator for the demarcation of plot no. 104-C, 183-C at Phase-2",73177904,ABL-54-BPV-277,9000,
45092,CR,Bank ABL A/C # 54,"Demarcating Bill paid to Demarcator for the demarcation of plot no. 104-C, 183-C at Phase-2",73177904,ABL-54-BPV-277,,9000
45092,DR,Printing and Stationary,"Paid to M/s Fast Tech for the replacement of scanning unit, slave, resser roller and refilling of toner of 2-printers at society office ",73177907,ABL-54-BPV-278,10000,
45092,CR,Bank ABL A/C # 54,"Paid to M/s Fast Tech for the replacement of scanning unit, slave, resser roller and refilling of toner of 2-printers at society office ",73177907,ABL-54-BPV-278,,10000
45097,DR,Water and Electricity Expense,"Purchase of electric materials, crain charges including labour charges for the repair and maintenance of Transformer at Phase-2",73177910,ABL-54-BPV-279,14000,
45097,CR,Bank ABL A/C # 54,"Purchase of electric materials, crain charges including labour charges for the repair and maintenance of Transformer at Phase-2",73177910,ABL-54-BPV-279,,14000
45097,DR,Repair and Maintenance Phase-II,Bill paid for the installation of sewerage line of plot no. 465-D and connected to Main Sewerage line of Block D including labour charges at Phase-2,73177909,ABL-54-BPV-280,57640,
45097,CR,Bank ABL A/C # 54,Bill paid for the installation of sewerage line of plot no. 465-D and connected to Main Sewerage line of Block D including labour charges at Phase-2,73177909,ABL-54-BPV-280,,57640
45098,DR,Development Expenditure,Tax deduction of Bill No. 105 to 116 for releasing of retention money Sewerage System of M/s Nevcon Constructor at Phase-2,70869197,ABL-54-BPV-281,7598,
45098,CR,Bank ABL A/C # 54,Tax deduction of Bill No. 105 to 116 for releasing of retention money Sewerage System of M/s Nevcon Constructor at Phase-2,70869197,ABL-54-BPV-281,,7598
45098,DR,Legal and Professional,Tax deduction of M/s Sevcon Services Consultant for preparations of part plans of D Block at Phase-2,70869193,ABL-54-BPV-282,11670,
45098,CR,Bank ABL A/C # 54,Tax deduction of M/s Sevcon Services Consultant for preparations of part plans of D Block at Phase-2,70869193,ABL-54-BPV-282,,11670
45098,DR,Tube Well ,Tax deduction of M/s Bismillah electric works for the purchase of 2nd Hand Motor (40-HP) for Society' Tubewell at Phase-2,70869265,ABL-54-BPV-283,8550,
45098,CR,Bank ABL A/C # 54,Tax deduction of M/s Bismillah electric works for the purchase of 2nd Hand Motor (40-HP) for Society' Tubewell at Phase-2,70869265,ABL-54-BPV-283,,8550
45098,DR,Development Expenditure,Tax deduction of M/s Nevcon Constructor for Bill No. 119 for the construction of Water Supply in Block D at Phase-2,72083451,ABL-54-BPV-284,23135,
45098,CR,Bank ABL A/C # 54,Tax deduction of M/s Nevcon Constructor for Bill No. 119 for the construction of Water Supply in Block D at Phase-2,72083451,ABL-54-BPV-284,,23135
45098,DR,Development Expenditure,Tax deduction of M/s Nevcon Constructor for Bill No. 118 for the construction of Sewerage system in Block B & D at Phase-2,72083449,ABL-54-BPV-285,92178,
45098,CR,Bank ABL A/C # 54,Tax deduction of M/s Nevcon Constructor for Bill No. 118 for the construction of Sewerage system in Block B & D at Phase-2,72083449,ABL-54-BPV-285,,92178
45098,DR,Legal and Professional,Tax deduction of M/s Sevcon Services Consultant for M/s Nevcon Constructor D Block at Phase-2,72083413,ABL-54-BPV-286,1040,
45098,CR,Bank ABL A/C # 54,Tax deduction of M/s Sevcon Services Consultant for M/s Nevcon Constructor D Block at Phase-2,72083413,ABL-54-BPV-286,,1040
45098,DR,Water and Electricity Expense,"Tax deduction of M/s Itehad Construction Services for the purchase and supply of pipes for sewerage, sanitary & elcectric works at Phase-2",70869235,ABL-54-BPV-287,7992,
45098,CR,Bank ABL A/C # 54,"Tax deduction of M/s Itehad Construction Services for the purchase and supply of pipes for sewerage, sanitary & elcectric works at Phase-2",70869235,ABL-54-BPV-287,,7992
45098,DR,Repair and Maintenance Phase-II,Tax deduction of M/s Bismillah electric works for for rewinding the Society' Tubewell Motor including labour charges Phase-2,70869233,ABL-54-BPV-288,4149,
45098,CR,Bank ABL A/C # 54,Tax deduction of M/s Bismillah electric works for for rewinding the Society' Tubewell Motor including labour charges Phase-2,70869233,ABL-54-BPV-288,,4149
45098,DR,Development Expenditure,Tax deduction of income tax for releasing of retention money Water Supply System of M/s Nevcon Constructor of Bill No. 105 to 116 at Phase-2,70869199,ABL-54-BPV-289,2708,
45098,CR,Bank ABL A/C # 54,Tax deduction of income tax for releasing of retention money Water Supply System of M/s Nevcon Constructor of Bill No. 105 to 116 at Phase-2,70869199,ABL-54-BPV-289,,2708
45099,DR,Development Expenditure,Tax deduction of Bill No. 105 to 116 for releasing of retention money Road Work of M/s Nevcon Constructor at Phase-2,70869201,ABL-54-BPV-290,25505,
45099,CR,Bank ABL A/C # 54,Tax deduction of Bill No. 105 to 116 for releasing of retention money Road Work of M/s Nevcon Constructor at Phase-2,70869201,ABL-54-BPV-290,,25505
45099,DR,Repair and Maintenance Phase-II,"Tax deduction of M/s Bismillah Electric for the replacement of no return valve 6"" kidz japan, gate valve etc. including transportation and labour charges of society phase-2 tubewell motor",73177892,ABL-54-BPV-291,5640,
45099,CR,Bank ABL A/C # 54,"Tax deduction of M/s Bismillah Electric for the replacement of no return valve 6"" kidz japan, gate valve etc. including transportation and labour charges of society phase-2 tubewell motor",73177892,ABL-54-BPV-291,,5640
45099,DR,Repair and Maintenance Phase-II,"Tax deduction of M/s Bismillah Electric for the winding of 40-HP Motor, 3-core copper cable , column pipe 6 inch including labour charges of society phase-2 Tubewell Motor",73177890,ABL-54-BPV-292,9400,
45099,CR,Bank ABL A/C # 54,"Tax deduction of M/s Bismillah Electric for the winding of 40-HP Motor, 3-core copper cable , column pipe 6 inch including labour charges of society phase-2 Tubewell Motor",73177890,ABL-54-BPV-292,,9400
45099,DR,Development Expenditure,Tax deduction of M/s Nevcon Constructor for the installation of Main Sewerage and Drainage pipe connecting to Main Khaira Distributory at Phase-2,72083427,ABL-54-BPV-293,12874,
45099,CR,Bank ABL A/C # 54,Tax deduction of M/s Nevcon Constructor for the installation of Main Sewerage and Drainage pipe connecting to Main Khaira Distributory at Phase-2,72083427,ABL-54-BPV-293,,12874
45099,DR,FED Deduction,,73177911,ABL-54-BPV-294,3,
45099,CR,Bank ABL A/C # 54,,73177911,ABL-54-BPV-294,,3
45099,DR,Bank Charges,,73177911,ABL-54-BPV-295,20,
45099,CR,Bank ABL A/C # 54,,73177911,ABL-54-BPV-295,,20
45099,DR,Utility Bills,Electricity Bill D Block ,73177911 BR0477,ABL-54-BPV-296,200000,
45099,CR,Bank ABL A/C # 54,Electricity Bill D Block ,73177911 BR0477,ABL-54-BPV-296,,200000
45107,DR,Advance Tax,Advance Tax,,ABL-54-BPV-297,550,
45107,CR,Bank ABL A/C # 54,Advance Tax,,ABL-54-BPV-297,,550
